batch;species;treat_code;treatment;flask;cutting;bud;BBdate;BBdelay;flushed
1;Quercus;1;6//6;6//3;11;1;43154;32;1
1;Quercus;1;6//6;6//3;11;2;43154;32;1
2;Quercus;1;6//6;6//1;1;1;43161;25;1
2;Quercus;1;6//6;6//1;1;2;43161;25;1
2;Quercus;1;6//6;6//1;2;1;43161;25;1
2;Quercus;1;6//6;6//1;2;2;43161;25;1
2;Quercus;1;6//6;6//1;2;3;43164;28;1
2;Quercus;1;6//6;6//1;3;1;43161;25;1
2;Quercus;1;6//6;6//1;3;2;43164;28;1
2;Quercus;1;6//6;6//1;3;3;43164;28;1
2;Quercus;1;6//6;6//1;4;1;43164;28;1
2;Quercus;1;6//6;6//1;4;2;43164;28;1
2;Quercus;1;6//6;6//2;5;1;43158;22;1
2;Quercus;1;6//6;6//2;5;2;43158;22;1
2;Quercus;1;6//6;6//2;5;3;43158;22;1
2;Quercus;1;6//6;6//2;5;4;43168;32;1
2;Quercus;1;6//6;6//2;5;5;43173;37;1
2;Quercus;1;6//6;6//2;6;1;43158;22;1
2;Quercus;1;6//6;6//2;6;2;43158;22;1
2;Quercus;1;6//6;6//2;6;3;43158;22;1
2;Quercus;1;6//6;6//2;7;1;43164;28;1
2;Quercus;1;6//6;6//2;8;1;43161;25;1
2;Quercus;1;6//6;6//3;9;1;43161;25;1
2;Quercus;1;6//6;6//3;9;2;43164;28;1
2;Quercus;1;6//6;6//3;9;3;;;0
2;Quercus;1;6//6;6//3;10;1;43158;22;1
2;Quercus;1;6//6;6//3;10;2;43158;22;1
2;Quercus;1;6//6;6//3;10;3;43158;22;1
2;Quercus;1;6//6;6//3;11;1;43158;22;1
2;Quercus;1;6//6;6//3;11;2;43168;32;1
2;Quercus;1;6//6;6//3;11;3;43161;25;1
1;Quercus;2;2//6;3//1;1;1;43166;44;1
1;Quercus;2;2//6;3//1;1;2;43158;36;1
1;Quercus;2;2//6;3//1;1;3;43158;36;1
1;Quercus;2;2//6;3//1;1;4;43158;36;1
1;Quercus;2;2//6;3//1;2;1;43158;36;1
1;Quercus;2;2//6;3//1;2;2;43158;36;1
1;Quercus;2;2//6;3//1;2;3;43158;36;1
1;Quercus;2;2//6;3//1;3;1;43158;36;1
1;Quercus;2;2//6;3//1;4;1;43161;39;1
1;Quercus;2;2//6;3//1;4;2;;;0
1;Quercus;2;2//6;3//1;4;3;43161;39;1
1;Quercus;2;2//6;3//2;5;1;;;0
1;Quercus;2;2//6;3//2;5;2;43158;36;1
1;Quercus;2;2//6;3//2;5;3;43164;42;1
1;Quercus;2;2//6;3//2;6;1;43164;42;1
1;Quercus;2;2//6;3//2;6;2;43161;39;1
1;Quercus;2;2//6;3//2;6;3;;;0
1;Quercus;2;2//6;3//2;7;1;43158;36;1
1;Quercus;2;2//6;3//2;7;2;43158;36;1
1;Quercus;2;2//6;3//2;7;3;43174;52;1
1;Quercus;2;2//6;3//2;7;4;;;0
1;Quercus;2;2//6;3//3;8;1;43158;36;1
1;Quercus;2;2//6;3//3;8;2;43154;32;1
1;Quercus;2;2//6;3//3;8;3;43158;36;1
1;Quercus;2;2//6;3//3;8;4;43158;36;1
1;Quercus;2;2//6;3//3;9;1;43158;36;1
1;Quercus;2;2//6;3//3;9;2;;;0
1;Quercus;2;2//6;3//3;9;3;43158;36;1
1;Quercus;2;2//6;3//3;9;4;43158;36;1
1;Quercus;2;2//6;3//3;10;1;43164;42;1
1;Quercus;2;2//6;3//3;10;2;43161;39;1
1;Quercus;2;2//6;3//3;10;3;43158;36;1
1;Quercus;2;2//6;3//3;10;4;43161;39;1
1;Quercus;2;2//6;3//3;11;1;43161;39;1
1;Quercus;2;2//6;3//3;11;2;43166;44;1
1;Quercus;2;2//6;3//3;11;3;43158;36;1
1;Quercus;2;2//6;3//3;11;4;43161;39;1
2;Quercus;2;2//6;3//1;1;1;43168;32;1
2;Quercus;2;2//6;3//1;1;2;;;0
2;Quercus;2;2//6;3//1;1;3;43175;39;1
2;Quercus;2;2//6;3//1;1;4;;;0
2;Quercus;2;2//6;3//1;2;1;43171;35;1
2;Quercus;2;2//6;3//1;2;2;43171;35;1
2;Quercus;2;2//6;3//1;2;3;43171;35;1
2;Quercus;2;2//6;3//1;3;1;43166;30;1
2;Quercus;2;2//6;3//1;3;2;43166;30;1
2;Quercus;2;2//6;3//1;4;1;43171;35;1
2;Quercus;2;2//6;3//1;4;2;43171;35;1
2;Quercus;2;2//6;3//2;5;1;43168;32;1
2;Quercus;2;2//6;3//2;5;2;43168;32;1
2;Quercus;2;2//6;3//2;5;3;;;0
2;Quercus;2;2//6;3//2;6;1;43164;28;1
2;Quercus;2;2//6;3//2;6;2;43164;28;1
2;Quercus;2;2//6;3//2;6;3;43164;28;1
2;Quercus;2;2//6;3//2;6;4;43164;28;1
2;Quercus;2;2//6;3//2;7;1;43168;32;1
2;Quercus;2;2//6;3//2;7;2;43168;32;1
2;Quercus;2;2//6;3//2;7;3;43171;35;1
2;Quercus;2;2//6;3//2;8;1;;;0
2;Quercus;2;2//6;3//2;8;2;43168;32;1
2;Quercus;2;2//6;3//2;8;3;43171;35;1
2;Quercus;2;2//6;3//3;9;1;43166;30;1
2;Quercus;2;2//6;3//3;9;2;43166;30;1
2;Quercus;2;2//6;3//3;9;3;43166;30;1
2;Quercus;2;2//6;3//3;9;4;43166;30;1
2;Quercus;2;2//6;3//3;10;1;43166;30;1
2;Quercus;2;2//6;3//3;10;2;43166;30;1
2;Quercus;2;2//6;3//3;11;1;43171;35;1
2;Quercus;2;2//6;3//3;11;2;43187;51;1
2;Quercus;2;2//6;3//3;11;3;43171;35;1
2;Quercus;2;2//6;3//3;12;1;43171;35;1
2;Quercus;2;2//6;3//3;12;2;43171;35;1
2;Quercus;2;2//6;3//3;12;3;43185;49;1
2;Quercus;2;2//6;3//3;12;4;43171;35;1
1;Quercus;3;6//10;2//1;1;1;43151;29;1
1;Quercus;3;6//10;2//1;1;2;43151;29;1
1;Quercus;3;6//10;2//1;1;3;43151;29;1
1;Quercus;3;6//10;2//1;1;4;43151;29;1
1;Quercus;3;6//10;2//1;2;1;43151;29;1
1;Quercus;3;6//10;2//1;2;2;43151;29;1
1;Quercus;3;6//10;2//1;2;3;43151;29;1
1;Quercus;3;6//10;2//1;2;4;;;0
1;Quercus;3;6//10;2//1;3;1;43154;32;1
1;Quercus;3;6//10;2//1;3;2;43158;36;1
1;Quercus;3;6//10;2//1;3;3;43151;29;1
1;Quercus;3;6//10;2//1;3;4;43151;29;1
1;Quercus;3;6//10;2//2;4;1;43151;29;1
1;Quercus;3;6//10;2//2;4;2;43151;29;1
1;Quercus;3;6//10;2//2;5;1;43151;29;1
1;Quercus;3;6//10;2//2;5;2;43151;29;1
1;Quercus;3;6//10;2//2;5;3;43151;29;1
1;Quercus;3;6//10;2//2;6;1;43151;29;1
1;Quercus;3;6//10;2//2;6;2;43151;29;1
1;Quercus;3;6//10;2//2;6;3;;;0
1;Quercus;3;6//10;2//2;6;4;;;0
1;Quercus;3;6//10;2//3;7;1;43151;29;1
1;Quercus;3;6//10;2//3;8;1;;;0
1;Quercus;3;6//10;2//3;8;2;;;0
1;Quercus;3;6//10;2//3;8;3;;;0
1;Quercus;3;6//10;2//3;9;1;43145;23;1
1;Quercus;3;6//10;2//3;9;2;43151;29;1
1;Quercus;3;6//10;2//3;9;3;43151;29;1
1;Quercus;3;6//10;2//3;10;1;;;0
2;Quercus;3;6//10;2//1;1;1;43158;22;1
2;Quercus;3;6//10;2//1;1;2;43158;22;1
2;Quercus;3;6//10;2//1;1;3;;;0
2;Quercus;3;6//10;2//1;2;1;43166;30;1
2;Quercus;3;6//10;2//1;2;2;43164;28;1
2;Quercus;3;6//10;2//1;2;3;43164;28;1
2;Quercus;3;6//10;2//1;2;4;43164;28;1
2;Quercus;3;6//10;2//1;2;5;43166;30;1
2;Quercus;3;6//10;2//1;3;1;43161;25;1
2;Quercus;3;6//10;2//1;3;2;43161;25;1
2;Quercus;3;6//10;2//1;3;3;43164;28;1
2;Quercus;3;6//10;2//1;4;1;;;0
2;Quercus;3;6//10;2//1;4;2;;;0
2;Quercus;3;6//10;2//1;4;3;;;0
2;Quercus;3;6//10;2//1;4;4;;;0
2;Quercus;3;6//10;2//2;5;1;43164;28;1
2;Quercus;3;6//10;2//2;5;2;43164;28;1
2;Quercus;3;6//10;2//2;5;3;43164;28;1
2;Quercus;3;6//10;2//2;6;1;43161;25;1
2;Quercus;3;6//10;2//2;6;2;43161;25;1
2;Quercus;3;6//10;2//2;6;3;43161;25;1
2;Quercus;3;6//10;2//2;6;4;43161;25;1
2;Quercus;3;6//10;2//2;7;1;43161;25;1
2;Quercus;3;6//10;2//2;7;2;43158;22;1
2;Quercus;3;6//10;2//2;7;3;43158;22;1
2;Quercus;3;6//10;2//2;7;4;43161;25;1
2;Quercus;3;6//10;2//2;8;1;43164;28;1
2;Quercus;3;6//10;2//2;8;2;43166;30;1
2;Quercus;3;6//10;2//2;8;3;43164;28;1
2;Quercus;3;6//10;2//3;9;1;43164;28;1
2;Quercus;3;6//10;2//3;9;2;43164;28;1
2;Quercus;3;6//10;2//3;10;1;43164;28;1
2;Quercus;3;6//10;2//3;10;2;43164;28;1
2;Quercus;3;6//10;2//3;10;3;43164;28;1
2;Quercus;3;6//10;2//3;10;4;43166;30;1
2;Quercus;3;6//10;2//3;11;1;43164;28;1
2;Quercus;3;6//10;2//3;11;2;43164;28;1
2;Quercus;3;6//10;2//3;11;3;43164;28;1
2;Quercus;3;6//10;2//3;11;4;;;0
2;Quercus;3;6//10;2//3;12;1;43166;30;1
2;Quercus;3;6//10;2//3;12;2;;;0
2;Quercus;3;6//10;2//3;12;3;43164;28;1
1;Quercus;4;6//14;4//1;12;1;43151;29;1
1;Quercus;4;6//14;4//1;1;2;43151;29;1
1;Quercus;4;6//14;4//1;1;3;;;0
1;Quercus;4;6//14;4//1;1;4;43151;29;1
1;Quercus;4;6//14;4//1;2;1;43151;29;1
1;Quercus;4;6//14;4//1;2;2;43151;29;1
1;Quercus;4;6//14;4//1;3;1;43151;29;1
1;Quercus;4;6//14;4//1;3;2;43151;29;1
1;Quercus;4;6//14;4//2;4;1;43158;36;1
1;Quercus;4;6//14;4//2;4;2;;;0
1;Quercus;4;6//14;4//2;4;3;;;0
1;Quercus;4;6//14;4//2;5;1;;;0
1;Quercus;4;6//14;4//2;6;1;43147;25;1
1;Quercus;4;6//14;4//2;6;2;43147;25;1
1;Quercus;4;6//14;4//2;6;3;43145;23;1
1;Quercus;4;6//14;4//2;6;4;;;0
1;Quercus;4;6//14;4//2;7;1;43151;29;1
1;Quercus;4;6//14;4//3;8;1;43154;32;1
1;Quercus;4;6//14;4//3;8;2;;;0
1;Quercus;4;6//14;4//3;8;3;43158;36;1
1;Quercus;4;6//14;4//3;8;4;43154;32;1
1;Quercus;4;6//14;4//3;9;1;43147;25;1
1;Quercus;4;6//14;4//3;9;2;43147;25;1
1;Quercus;4;6//14;4//3;9;3;43151;29;1
1;Quercus;4;6//14;4//3;9;4;43151;29;1
1;Quercus;4;6//14;4//3;10;1;43154;32;1
1;Quercus;4;6//14;4//3;10;2;43158;36;1
1;Quercus;4;6//14;4//3;10;3;;;0
2;Quercus;4;6//14;4//1;1;1;43161;25;1
2;Quercus;4;6//14;4//1;1;2;43161;25;1
2;Quercus;4;6//14;4//1;1;3;43158;22;1
2;Quercus;4;6//14;4//1;1;4;43161;25;1
2;Quercus;4;6//14;4//1;2;1;43158;22;1
2;Quercus;4;6//14;4//1;2;2;43158;22;1
2;Quercus;4;6//14;4//1;2;3;43166;30;1
2;Quercus;4;6//14;4//1;2;4;43161;25;1
2;Quercus;4;6//14;4//1;3;1;43161;25;1
2;Quercus;4;6//14;4//1;4;1;43158;22;1
2;Quercus;4;6//14;4//1;4;2;43158;22;1
2;Quercus;4;6//14;4//1;4;3;43161;25;1
2;Quercus;4;6//14;4//1;4;4;;;0
2;Quercus;4;6//14;4//2;5;1;43158;22;1
2;Quercus;4;6//14;4//2;5;2;43158;22;1
2;Quercus;4;6//14;4//2;5;3;43164;28;1
2;Quercus;4;6//14;4//2;6;1;43161;25;1
2;Quercus;4;6//14;4//2;6;2;43158;22;1
2;Quercus;4;6//14;4//2;7;1;43158;22;1
2;Quercus;4;6//14;4//2;7;2;43158;22;1
2;Quercus;4;6//14;4//2;7;3;43158;22;1
2;Quercus;4;6//14;4//2;7;4;43164;28;1
2;Quercus;4;6//14;4//2;8;1;43161;25;1
2;Quercus;4;6//14;4//2;8;2;43161;25;1
2;Quercus;4;6//14;4//2;8;3;43161;25;1
2;Quercus;4;6//14;4//2;9;1;43161;25;1
2;Quercus;4;6//14;4//2;9;2;43158;22;1
2;Quercus;4;6//14;4//2;9;3;43161;25;1
2;Quercus;4;6//14;4//2;9;4;43161;25;1
2;Quercus;4;6//14;4//3;10;1;43158;22;1
2;Quercus;4;6//14;4//3;10;2;43158;22;1
2;Quercus;4;6//14;4//3;10;3;43161;25;1
2;Quercus;4;6//14;4//3;10;4;43168;32;1
2;Quercus;4;6//14;4//3;11;1;43161;25;1
2;Quercus;4;6//14;4//3;11;2;43161;25;1
2;Quercus;4;6//14;4//3;12;1;43166;30;1
2;Quercus;4;6//14;4//3;12;2;43168;32;1
2;Quercus;4;6//14;4//3;12;3;43168;32;1
2;Quercus;4;6//14;4//3;12;4;43173;37;1
2;Quercus;4;6//14;4//3;12;5;;;0
2;Quercus;4;6//14;4//3;13;1;43161;25;1
2;Quercus;4;6//14;4//3;13;2;43161;25;1
2;Quercus;4;6//14;4//3;13;3;43161;25;1
1;Quercus;5;14//6;5//1;1;1;43154;32;1
1;Quercus;5;14//6;5//1;1;2;43154;32;1
1;Quercus;5;14//6;5//1;2;1;43151;29;1
1;Quercus;5;14//6;5//1;2;2;43151;29;1
1;Quercus;5;14//6;5//1;2;3;43151;29;1
1;Quercus;5;14//6;5//1;3;1;43147;25;1
1;Quercus;5;14//6;5//1;3;2;;;0
1;Quercus;5;14//6;5//1;3;3;;;0
1;Quercus;5;14//6;5//1;3;4;43145;23;1
1;Quercus;5;14//6;5//1;4;1;43154;32;1
1;Quercus;5;14//6;5//1;4;2;43154;32;1
1;Quercus;5;14//6;5//1;4;3;43158;36;1
1;Quercus;5;14//6;5//1;4;4;43158;36;1
1;Quercus;5;14//6;5//2;5;1;43158;36;1
1;Quercus;5;14//6;5//2;6;1;43166;44;1
1;Quercus;5;14//6;5//2;6;2;43151;29;1
1;Quercus;5;14//6;5//2;6;3;43151;29;1
1;Quercus;5;14//6;5//2;7;1;43154;32;1
1;Quercus;5;14//6;5//2;7;2;43154;32;1
1;Quercus;5;14//6;5//2;8;1;43158;36;1
1;Quercus;5;14//6;5//2;8;2;;;0
1;Quercus;5;14//6;5//2;8;3;43158;36;1
1;Quercus;5;14//6;5//3;9;1;43151;29;1
1;Quercus;5;14//6;5//3;9;2;43158;36;1
1;Quercus;5;14//6;5//3;9;3;43151;29;1
1;Quercus;5;14//6;5//3;9;4;43151;29;1
1;Quercus;5;14//6;5//3;10;1;43166;44;1
1;Quercus;5;14//6;5//3;10;2;43158;36;1
1;Quercus;5;14//6;5//3;11;1;43151;29;1
1;Quercus;5;14//6;5//3;11;2;43151;29;1
1;Quercus;5;14//6;5//3;11;3;43151;29;1
1;Quercus;5;14//6;5//3;11;4;43154;32;1
2;Quercus;5;14//6;5//1;1;1;43168;32;1
2;Quercus;5;14//6;5//1;2;1;43161;25;1
2;Quercus;5;14//6;5//1;2;2;43164;28;1
2;Quercus;5;14//6;5//1;2;3;43164;28;1
2;Quercus;5;14//6;5//1;3;1;43158;22;1
2;Quercus;5;14//6;5//1;3;2;43158;22;1
2;Quercus;5;14//6;5//1;3;3;43158;22;1
2;Quercus;5;14//6;5//1;3;4;43158;22;1
2;Quercus;5;14//6;5//1;4;1;43164;28;1
2;Quercus;5;14//6;5//1;4;2;43164;28;1
2;Quercus;5;14//6;5//1;4;3;43164;28;1
2;Quercus;5;14//6;5//1;4;4;43164;28;1
2;Quercus;5;14//6;5//2;5;1;43161;25;1
2;Quercus;5;14//6;5//2;5;2;43161;25;1
2;Quercus;5;14//6;5//2;6;1;43158;22;1
2;Quercus;5;14//6;5//2;6;2;43161;25;1
2;Quercus;5;14//6;5//2;7;1;43158;22;1
2;Quercus;5;14//6;5//2;7;2;43158;22;1
2;Quercus;5;14//6;5//2;8;1;43164;28;1
2;Quercus;5;14//6;5//2;8;2;43161;25;1
2;Quercus;5;14//6;5//2;8;3;43164;28;1
2;Quercus;5;14//6;5//2;8;4;43161;25;1
2;Quercus;5;14//6;5//3;9;1;43161;25;1
2;Quercus;5;14//6;5//3;9;2;43164;28;1
2;Quercus;5;14//6;5//3;9;3;43161;25;1
2;Quercus;5;14//6;5//3;9;4;43164;28;1
2;Quercus;5;14//6;5//3;10;1;43164;28;1
2;Quercus;5;14//6;5//3;10;2;43166;30;1
2;Quercus;5;14//6;5//3;10;3;43164;28;1
2;Quercus;5;14//6;5//3;11;1;43158;22;1
2;Quercus;5;14//6;5//3;11;2;43161;25;1
2;Quercus;5;14//6;5//3;11;3;43164;28;1
2;Quercus;5;14//6;5//3;11;4;43166;30;1
2;Quercus;5;14//6;5//3;12;1;43161;25;1
2;Quercus;5;14//6;5//3;12;2;43161;25;1
2;Quercus;5;14//6;5//3;12;3;43161;25;1
2;Quercus;5;14//6;5//3;12;4;43166;30;1
2;Quercus;5;14//6;5//3;13;1;43161;25;1
2;Quercus;5;14//6;5//3;13;2;43161;25;1
2;Quercus;5;14//6;5//3;13;3;43161;25;1
2;Quercus;5;14//6;5//3;13;4;43161;25;1
1;Quercus;6;6//18;1//1;1;1;43145;23;1
1;Quercus;6;6//18;1//1;1;2;43145;23;1
1;Quercus;6;6//18;1//1;2;1;43158;36;1
1;Quercus;6;6//18;1//1;2;2;43158;36;1
1;Quercus;6;6//18;1//1;2;3;43161;39;1
1;Quercus;6;6//18;1//1;2;4;43158;36;1
1;Quercus;6;6//18;1//1;3;1;43143;21;1
1;Quercus;6;6//18;1//1;3;2;43151;29;1
1;Quercus;6;6//18;1//1;3;3;43143;21;1
1;Quercus;6;6//18;1//1;4;1;43161;39;1
1;Quercus;6;6//18;1//1;4;2;43145;23;1
1;Quercus;6;6//18;1//2;5;1;43151;29;1
1;Quercus;6;6//18;1//2;5;2;;;0
1;Quercus;6;6//18;1//2;5;3;43151;29;1
1;Quercus;6;6//18;1//2;6;1;43158;36;1
1;Quercus;6;6//18;1//2;6;2;43158;36;1
1;Quercus;6;6//18;1//2;7;1;43158;36;1
1;Quercus;6;6//18;1//2;7;2;43158;36;1
1;Quercus;6;6//18;1//2;7;3;43154;32;1
1;Quercus;6;6//18;1//2;7;4;43154;32;1
1;Quercus;6;6//18;1//3;8;1;43151;29;1
1;Quercus;6;6//18;1//3;8;2;43151;29;1
1;Quercus;6;6//18;1//3;8;3;43151;29;1
1;Quercus;6;6//18;1//3;9;1;43145;23;1
1;Quercus;6;6//18;1//3;9;2;43151;29;1
1;Quercus;6;6//18;1//3;10;1;43154;32;1
1;Quercus;6;6//18;1//3;10;2;43154;32;1
2;Quercus;6;6//18;1//1;1;1;43158;22;1
2;Quercus;6;6//18;1//1;1;2;43158;22;1
2;Quercus;6;6//18;1//1;2;1;43161;25;1
2;Quercus;6;6//18;1//1;2;2;43161;25;1
2;Quercus;6;6//18;1//1;2;3;43161;25;1
2;Quercus;6;6//18;1//1;2;4;43161;25;1
2;Quercus;6;6//18;1//1;3;1;43161;25;1
2;Quercus;6;6//18;1//1;3;2;43161;25;1
2;Quercus;6;6//18;1//1;3;3;43161;25;1
2;Quercus;6;6//18;1//1;4;1;43161;25;1
2;Quercus;6;6//18;1//1;4;2;43166;30;1
2;Quercus;6;6//18;1//1;5;1;43164;28;1
2;Quercus;6;6//18;1//2;6;1;43158;22;1
2;Quercus;6;6//18;1//2;7;2;43161;25;1
2;Quercus;6;6//18;1//2;7;3;43166;30;1
2;Quercus;6;6//18;1//2;8;1;43161;25;1
2;Quercus;6;6//18;1//2;8;2;43161;25;1
2;Quercus;6;6//18;1//2;9;1;43171;35;1
2;Quercus;6;6//18;1//2;9;2;43168;32;1
2;Quercus;6;6//18;1//2;9;3;43168;32;1
2;Quercus;6;6//18;1//3;10;1;43158;22;1
2;Quercus;6;6//18;1//3;10;2;43166;30;1
2;Quercus;6;6//18;1//3;10;3;43164;28;1
2;Quercus;6;6//18;1//3;11;1;43158;22;1
2;Quercus;6;6//18;1//3;11;2;;;0
2;Quercus;6;6//18;1//3;12;1;43158;22;1
2;Quercus;6;6//18;1//3;12;2;43158;22;1
2;Quercus;6;6//18;1//3;13;1;43164;28;1
2;Quercus;6;6//18;1//3;13;2;;;0
2;Quercus;6;6//18;1//3;14;1;43161;25;1
1;Tilia;1;6//6;6//1;1;1;43138;23;1
1;Tilia;1;6//6;6//1;1;2;;;0
1;Tilia;1;6//6;6//1;1;3;;;0
1;Tilia;1;6//6;6//1;1;4;;;0
1;Tilia;1;6//6;6//1;2;1;43143;28;1
1;Tilia;1;6//6;6//1;2;2;;;0
1;Tilia;1;6//6;6//1;2;3;;;0
1;Tilia;1;6//6;6//1;2;4;;;0
1;Tilia;1;6//6;6//1;3;1;43147;32;1
1;Tilia;1;6//6;6//1;3;2;;;0
1;Tilia;1;6//6;6//1;3;3;;;0
1;Tilia;1;6//6;6//1;3;4;;;0
1;Tilia;1;6//6;6//1;4;1;;;0
1;Tilia;1;6//6;6//1;4;2;43136;21;1
1;Tilia;1;6//6;6//1;4;3;;;0
1;Tilia;1;6//6;6//1;4;4;;;0
1;Tilia;1;6//6;6//1;5;1;43143;28;1
1;Tilia;1;6//6;6//1;5;2;;;0
1;Tilia;1;6//6;6//1;5;3;;;0
1;Tilia;1;6//6;6//1;5;4;;;0
1;Tilia;1;6//6;6//2;6;1;43145;30;1
1;Tilia;1;6//6;6//2;6;2;;;0
1;Tilia;1;6//6;6//2;6;3;;;0
1;Tilia;1;6//6;6//2;6;4;;;0
1;Tilia;1;6//6;6//2;7;1;;;0
1;Tilia;1;6//6;6//2;7;2;;;0
1;Tilia;1;6//6;6//2;7;3;43145;30;1
1;Tilia;1;6//6;6//2;7;4;;;0
1;Tilia;1;6//6;6//2;8;1;43140;25;1
1;Tilia;1;6//6;6//2;8;2;;;0
1;Tilia;1;6//6;6//2;8;3;;;0
1;Tilia;1;6//6;6//2;8;4;;;0
1;Tilia;1;6//6;6//2;9;1;43147;32;1
1;Tilia;1;6//6;6//2;9;2;;;0
1;Tilia;1;6//6;6//2;9;3;;;0
1;Tilia;1;6//6;6//2;9;4;;;0
1;Tilia;1;6//6;6//2;10;1;43138;23;1
1;Tilia;1;6//6;6//2;10;2;43143;28;1
1;Tilia;1;6//6;6//2;10;3;;;0
1;Tilia;1;6//6;6//2;10;4;;;0
2;Tilia;1;6//6;6//1;1;1;43147;18;1
2;Tilia;1;6//6;6//1;1;2;;;0
2;Tilia;1;6//6;6//1;1;3;;;0
2;Tilia;1;6//6;6//1;1;4;;;0
2;Tilia;1;6//6;6//1;2;1;43151;22;1
2;Tilia;1;6//6;6//1;2;2;;;0
2;Tilia;1;6//6;6//1;2;3;;;0
2;Tilia;1;6//6;6//1;2;4;43158;29;1
2;Tilia;1;6//6;6//1;7;1;43151;22;1
2;Tilia;1;6//6;6//1;7;2;43154;25;1
2;Tilia;1;6//6;6//1;7;3;;;0
2;Tilia;1;6//6;6//1;7;4;;;0
2;Tilia;1;6//6;6//1;7;1;43158;29;1
2;Tilia;1;6//6;6//1;3;2;43158;29;1
2;Tilia;1;6//6;6//1;3;3;;;0
2;Tilia;1;6//6;6//1;3;4;;;0
2;Tilia;1;6//6;6//1;4;1;;;0
2;Tilia;1;6//6;6//1;4;2;;;0
2;Tilia;1;6//6;6//1;4;3;;;0
2;Tilia;1;6//6;6//1;4;4;43154;25;1
2;Tilia;1;6//6;6//1;5;1;43151;22;1
2;Tilia;1;6//6;6//1;5;2;43147;18;1
2;Tilia;1;6//6;6//1;5;3;43161;32;1
2;Tilia;1;6//6;6//1;5;4;43151;22;1
2;Tilia;1;6//6;6//1;6;1;43161;32;1
2;Tilia;1;6//6;6//1;6;2;43151;22;1
2;Tilia;1;6//6;6//1;6;3;;;0
2;Tilia;1;6//6;6//1;6;4;;;0
2;Tilia;1;6//6;6//2;8;1;43154;25;1
2;Tilia;1;6//6;6//2;8;2;;;0
2;Tilia;1;6//6;6//2;8;3;;;0
2;Tilia;1;6//6;6//2;8;4;;;0
2;Tilia;1;6//6;6//2;9;1;43154;25;1
2;Tilia;1;6//6;6//2;9;2;43154;25;1
2;Tilia;1;6//6;6//2;9;3;;;0
2;Tilia;1;6//6;6//2;9;4;;;0
2;Tilia;1;6//6;6//2;10;1;43154;25;1
2;Tilia;1;6//6;6//2;10;2;;;0
2;Tilia;1;6//6;6//2;10;3;;;0
2;Tilia;1;6//6;6//2;10;4;;;0
2;Tilia;1;6//6;6//2;11;1;43151;22;1
2;Tilia;1;6//6;6//2;11;2;;;0
2;Tilia;1;6//6;6//2;11;3;;;0
2;Tilia;1;6//6;6//2;11;4;;;0
2;Tilia;1;6//6;6//2;12;1;43151;22;1
2;Tilia;1;6//6;6//2;12;2;;;0
2;Tilia;1;6//6;6//2;12;3;;;0
2;Tilia;1;6//6;6//2;12;4;43151;22;1
2;Tilia;1;6//6;6//2;13;1;43151;22;1
2;Tilia;1;6//6;6//2;13;2;;;0
2;Tilia;1;6//6;6//2;13;3;;;0
2;Tilia;1;6//6;6//2;13;4;;;0
1;Tilia;2;2//6;3//1;1;1;43147;32;1
1;Tilia;2;2//6;3//1;1;2;;;0
1;Tilia;2;2//6;3//1;1;3;43145;30;1
1;Tilia;2;2//6;3//1;1;4;;;0
1;Tilia;2;2//6;3//1;2;1;43140;25;1
1;Tilia;2;2//6;3//1;2;2;43140;25;1
1;Tilia;2;2//6;3//1;2;3;;;0
1;Tilia;2;2//6;3//1;2;4;43140;25;1
1;Tilia;2;2//6;3//1;6;1;43140;25;1
1;Tilia;2;2//6;3//1;6;2;;;0
1;Tilia;2;2//6;3//1;6;3;;;0
1;Tilia;2;2//6;3//1;6;4;;;0
1;Tilia;2;2//6;3//1;3;1;43140;25;1
1;Tilia;2;2//6;3//1;3;2;;;0
1;Tilia;2;2//6;3//1;3;3;;;0
1;Tilia;2;2//6;3//1;3;4;;;0
1;Tilia;2;2//6;3//1;4;1;43138;23;1
1;Tilia;2;2//6;3//1;4;2;43140;25;1
1;Tilia;2;2//6;3//1;4;3;;;0
1;Tilia;2;2//6;3//1;4;4;;;0
1;Tilia;2;2//6;3//1;5;1;;;0
1;Tilia;2;2//6;3//1;5;2;43147;32;1
1;Tilia;2;2//6;3//1;5;3;;;0
1;Tilia;2;2//6;3//1;5;4;43147;32;1
1;Tilia;2;2//6;3//2;7;1;;;0
1;Tilia;2;2//6;3//2;7;2;;;0
1;Tilia;2;2//6;3//2;7;3;43154;39;1
1;Tilia;2;2//6;3//2;7;4;;;0
1;Tilia;2;2//6;3//2;8;1;43151;36;1
1;Tilia;2;2//6;3//2;8;2;;;0
1;Tilia;2;2//6;3//2;8;3;;;0
1;Tilia;2;2//6;3//2;8;4;43151;36;1
1;Tilia;2;2//6;3//2;9;1;;;0
1;Tilia;2;2//6;3//2;9;2;43147;32;1
1;Tilia;2;2//6;3//2;9;3;;;0
1;Tilia;2;2//6;3//2;9;4;43151;36;1
1;Tilia;2;2//6;3//2;10;1;;;0
1;Tilia;2;2//6;3//2;10;2;43143;28;1
1;Tilia;2;2//6;3//2;10;3;;;0
1;Tilia;2;2//6;3//2;10;4;;;0
1;Tilia;2;2//6;3//2;11;1;43147;32;1
1;Tilia;2;2//6;3//2;11;2;;;0
