"mean";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"mcse";"5%";"95%"
"b[(Intercept) Tree:Species:4:Fagus]";0.360678426024384;-2.66379498685521;-0.643254723848479;0.359579356667129;1.38998410460734;3.2627105252453;1.00212014557958;0.0474539895037055;-2.11581945197533;2.79328706885103
"b[(Intercept) Tree:Species:4:Quercus]";1.24925864732917;-1.58692090683393;0.22371348829354;1.23100391635579;2.2754479465174;4.25275433620175;1.00837935019039;0.052771810347336;-1.17208101702792;3.65382818780187
"b[(Intercept) Tree:Species:5:Acer]";2.82896348911267;-0.164925254987701;1.80394158273786;2.83214143482572;3.82331585355221;5.8762924064717;1.00854208877684;0.0543073476452545;0.348795253294687;5.30543766737256
"b[(Intercept) Tree:Species:5:Betula]";-5.97266039245203;-8.80775015527159;-6.92584688487643;-5.97369524319429;-5.0228366998172;-3.11492488345605;1.00260660185107;0.0569568279489268;-8.34252062152907;-3.6093171890971
"b[(Intercept) Tree:Species:5:Fagus]";-4.35711178196851;-7.42856532225655;-5.37516304805467;-4.34831153842096;-3.34492736756736;-1.30058725594624;1.00218190058833;0.0469743416090913;-6.9236146450551;-1.75962265350481
"b[(Intercept) Tree:Species:5:Quercus]";-3.49991533345128;-6.57677182522082;-4.55502781753196;-3.48177738453039;-2.43904732759085;-0.450300359188381;1.00572951692342;0.053414940855837;-6.10817287618305;-0.888476206295566
"b[(Intercept) Tree:Species:6:Acer]";-1.73339728522774;-5.04524856476643;-2.83497764013341;-1.68552373675173;-0.636663997226528;1.53224285463503;1.00786604335037;0.056601187987156;-4.47664338090597;1.01572631466923
"b[(Intercept) Tree:Species:6:Betula]";4.22753195611612;1.48014113178539;3.26028924999774;4.2443988683668;5.17673649929072;7.07050886548139;1.00192085011072;0.0549737404962355;1.87201505142418;6.61519902257614
"b[(Intercept) Tree:Species:6:Fagus]";-0.0138567128479154;-3.02883566703506;-1.05615413524081;-0.00541348767593191;1.02614547674608;3.03514593912878;1.00262935326882;0.0482590653878139;-2.5825370726649;2.53989720557419
"b[(Intercept) Tree:Species:6:Quercus]";-1.96053478804133;-4.88614599457715;-2.97856229635723;-1.94752068838895;-0.969310980800906;1.03962629537041;1.00693792792359;0.0514169910056517;-4.43367995888576;0.50924168882004
"b[(Intercept) Tree:Species:7:Acer]";6.77143657510787;3.57852783243555;5.68027093034809;6.75734784081753;7.8728356479857;9.95502885346435;1.00606958030678;0.053309432305257;4.11057267614821;9.44440200782827
"b[(Intercept) Tree:Species:7:Betula]";5.59485609016678;2.77241119836635;4.61187180420782;5.59764972965262;6.53635871290576;8.47560123733625;1.00169052975182;0.052495245736881;3.23791467243576;7.95995900736193
"b[(Intercept) Tree:Species:7:Fagus]";-3.15005164686818;-6.03983756819967;-4.20063953808905;-3.16853192350846;-2.10583070967332;-0.228096782702539;1.00256556436048;0.0470999152376327;-5.63494069790073;-0.647478947330179
"b[(Intercept) Tree:Species:7:Quercus]";2.41872188884315;-0.538858121486576;1.3644763181904;2.36570405488329;3.43529546276674;5.56408843590635;1.00860856422189;0.0520190589512305;-0.111726359454113;4.9899147624395
"b[(Intercept) Tree:Species:8:Acer]";1.03286526522783;-1.95354209614233;0.0827384051164737;1.04125456043505;1.98807649643354;3.96659012061709;1.00524205615972;0.0526703605128463;-1.40673178087761;3.50307109629635
"b[(Intercept) Tree:Species:8:Betula]";2.16961236606136;-0.553252729049158;1.1883931474554;2.14347543580934;3.12861860221017;4.99858194088849;1.00252138106821;0.0551176946678011;-0.0762344416260079;4.5444203575897
"b[(Intercept) Tree:Species:8:Fagus]";-2.45848802103228;-5.46789891526143;-3.46356681215242;-2.46967450644965;-1.42405461880349;0.455550256487033;1.00194809338629;0.0472424934881532;-5.03995451574102;-0.0037317551157423
"b[(Intercept) Tree:Species:8:Quercus]";-0.207740942872829;-3.23737272242474;-1.26916491333384;-0.216131621546204;0.818981509419481;2.87004085267604;1.00602645311348;0.0528161325866575;-2.71210221344314;2.36610846162301
"b[(Intercept) Tree:Species:9:Acer]";4.7061266145556;1.74645528144841;3.67190718851144;4.71348725324379;5.73153926822571;7.78389043629195;1.00731078982012;0.0507578112915788;2.20894323024097;7.19017146280251
"b[(Intercept) Tree:Species:9:Betula]";1.7777661238391;-0.98636356954232;0.792919366122945;1.74418118843503;2.76293501816494;4.61418301411698;1.00220700304636;0.0561919416868907;-0.557709341675055;4.14627185464862
"b[(Intercept) Tree:Species:9:Fagus]";-3.2604268795099;-6.27589236535415;-4.25569019482376;-3.25747016907603;-2.21763162171465;-0.316488599790357;1.00238265284705;0.048475535839432;-5.79989723080187;-0.743543375465348
"b[(Intercept) Tree:Species:9:Quercus]";-0.495942411994301;-3.47487706226511;-1.53503601285631;-0.498888002561669;0.505269135466931;2.55163054337137;1.00655075502199;0.0524783865824867;-2.92685655948894;1.97992694759721
"b[(Intercept) Tree:Species:10:Acer]";-1.92060522389213;-4.97792856762767;-2.93158163877142;-1.90440134367482;-0.908901696361837;1.10566603839593;1.00884130098149;0.0519562858639051;-4.53162377607728;0.551980899837108
"b[(Intercept) Tree:Species:10:Betula]";-4.79398613144229;-7.58626843877682;-5.79080403422777;-4.7787415159237;-3.84842694930911;-1.88284664385311;1.00195747559845;0.0567774225178298;-7.16797059543801;-2.33377052764737
"b[(Intercept) Tree:Species:10:Fagus]";5.76627072618155;2.54591423827608;4.64131069735296;5.73478130616655;6.86390438843233;9.09055715043733;1.00191286372649;0.0483771482797174;3.09675073210523;8.54153728700377
"b[(Intercept) Tree:Species:10:Quercus]";-0.549729055025869;-3.48648299927402;-1.57120125490378;-0.547791583477549;0.46606632912599;2.46154940695564;1.00688470996782;0.0516646493928579;-3.03868763468979;1.94091316425373
"b[(Intercept) Species:Acer]";-0.0489834050950286;-9.54488188070555;-2.85374655191618;-0.26634036273571;2.65977153790178;10.4079227657528;1.00588026141053;0.183106936889248;-7.52696759934638;7.88250866032627
"b[(Intercept) Species:Betula]";-8.16642894700173;-18.1061118425967;-11.0135480057407;-8.27627518421637;-5.42144267813426;2.24012846890835;1.00238497250734;0.195540447526391;-15.9916107448735;-0.186232827279306
"b[(Intercept) Species:Fagus]";10.7797330774137;1.22026042669907;7.99238757985776;10.5911330252973;13.3766330567792;21.2898997809668;1.00461267218236;0.187014681197615;3.30061666901238;18.8734460132662
"b[(Intercept) Species:Quercus]";-1.31976981511281;-10.9756905949915;-4.08708100945501;-1.40855445500714;1.34383811086305;9.08375157314891;1.00522338086791;0.187591723009879;-9.16738706781386;6.50952250735
"sigma";5.75490138780437;5.55173292534967;5.68311084323731;5.75302807937523;5.82706825661282;5.96617298043571;1.00003559004478;0.00195148220484974;5.58205095019472;5.9350547788881
"Sigma[Tree:Species:(Intercept),(Intercept)]";15.0987317143932;8.91880174113816;12.162239803237;14.3632524655322;17.2585852376367;24.8234063123026;1.00297099988129;0.162045444349826;9.70033959278154;22.909604529779
"Sigma[Species:(Intercept),(Intercept)]";87.8332562999035;18.0405891818052;39.3296993072737;62.5595097196692;105.415562216983;309.442627928293;1.00314256611964;2.39131428528393;21.9590716307196;240.853175756818
