"mean";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"mcse";"5%";"95%"
"(Intercept)";26.7328996953833;23.9740267464622;25.8035532510715;26.6950920585904;27.6394063713578;29.7169689091567;1.00481813391158;0.0549073732051361;24.4133306813964;29.2381736800387
"as.factor(treatment.adj)2_14/26";-1.36639089026155;-2.75086412694268;-1.83255896087416;-1.36277943084853;-0.909493533953379;0.0635527124466338;0.999525453302405;0.0141842223749393;-2.50410166940028;-0.203062386513069
"as.factor(treatment.adj)3_14/26d";-2.76103348142895;-4.25387781335974;-3.24720003494576;-2.76330855686765;-2.26979265657368;-1.2813652746461;1.00083217859585;0.0161765904450892;-3.98991876484037;-1.54237108997472
"as.factor(treatment.adj)4_26/14";-2.58710979137682;-4.05555471406447;-3.07175595060578;-2.59224146885172;-2.08162453146029;-1.14902757484075;1.00031197019265;0.0146477226162995;-3.78024470024888;-1.4219756430002
"as.factor(treatment.adj)5_14/22";1.40777178647013;-0.0974940718166398;0.910295622101276;1.39901371231051;1.90455359138434;2.90646495111046;0.999849606754845;0.0143179271555661;0.165958355663732;2.60351933013476
"as.factor(treatment.adj)6_10/26";-0.726667749400395;-2.59204111465786;-1.36909579545839;-0.733635489049885;-0.104137448149725;1.19736915562518;0.999471197620937;0.0203159899322568;-2.26117659128728;0.851843880834857
"b[(Intercept) Tree:1]";3.80311736953984;0.691543904750025;2.83373155494484;3.8217884225423;4.84864534533097;6.70709157678901;1.003501976654;0.0537784003628261;1.21428467560785;6.25648425502043
"b[as.factor(treatment.adj)2_14/26 Tree:1]";0.0938912812545095;-1.74578527973181;-0.464222973905479;0.0576300313119404;0.621204023729568;2.07468425840557;0.999484012109569;0.0169468347138688;-1.3564333595133;1.68392411818922
"b[as.factor(treatment.adj)3_14/26d Tree:1]";-0.477892053199134;-2.60395226438405;-1.16553489558966;-0.485808247165296;0.194367214766126;1.69332548846531;1.00023470604089;0.0182294876202269;-2.25778002476954;1.33127446905878
"b[as.factor(treatment.adj)4_26/14 Tree:1]";0.257758397200348;-1.7367981093078;-0.388932890599159;0.20726336483824;0.884949982852187;2.35685276798377;0.99983072119448;0.0173469293352743;-1.33283500957658;1.98384867807532
"b[as.factor(treatment.adj)5_14/22 Tree:1]";0.00161984633338569;-2.13980177046083;-0.698704552385311;0.0100210539526065;0.685252514733707;2.21260566168838;0.999948114454084;0.0181338605944665;-1.7849551562667;1.85965490564176
"b[as.factor(treatment.adj)6_10/26 Tree:1]";1.16455204772787;-1.51001976053347;0.277929430796047;1.13210729180812;2.05172125731381;3.91506964733898;0.999478866136752;0.0239227156267467;-0.999578234520753;3.43364626579
"b[(Intercept) Tree:2]";-5.13533948955779;-8.39081607484349;-6.11035699127231;-5.12320570434817;-4.11422779870758;-2.16095312091615;1.00462504063876;0.0552627976448848;-7.76421975276302;-2.6260817509334
"b[as.factor(treatment.adj)2_14/26 Tree:2]";0.0332000438105617;-2.03487235867228;-0.573376632091411;0.0145818858369834;0.6523845490531;2.12278747302974;1.00087089226823;0.0175018269425963;-1.65956470764835;1.75586791872331
"b[as.factor(treatment.adj)3_14/26d Tree:2]";0.854660105925693;-1.31763130267677;0.153900380931731;0.827436670624713;1.53501792487638;3.13836302353596;1.00070587630117;0.0199946737217825;-0.950043326146123;2.70971964649782
"b[as.factor(treatment.adj)4_26/14 Tree:2]";0.446110052752468;-1.61901293717962;-0.235295470242909;0.40890771960247;1.0904304617633;2.5835650017245;1.00044854668869;0.0174589037180049;-1.18316050952006;2.22573831024845
"b[as.factor(treatment.adj)5_14/22 Tree:2]";-0.564939093905572;-2.96537885393359;-1.32615827884463;-0.516267100947022;0.198831935022878;1.73728085762706;1.00076675368235;0.0206369307238272;-2.54744299778819;1.30541678532583
"b[as.factor(treatment.adj)6_10/26 Tree:2]";1.38859712547051;-1.37473664416937;0.393657521293578;1.34519618309112;2.35741303890447;4.3178548242749;0.999647515738708;0.0267379603209875;-0.882491553495474;3.76850896643021
"b[(Intercept) Tree:3]";2.98473757893275;-0.22081139864958;1.87263916006506;2.97432585334436;4.06330657527865;6.20794418301644;1.00195064891838;0.0573656034440306;0.357436613036285;5.71820075320564
"b[as.factor(treatment.adj)2_14/26 Tree:3]";1.21386358128621;-0.852735986797411;0.402346069546174;1.15061025621006;1.93413328781366;3.67556417308821;1.00069945321735;0.0266152384785732;-0.488009487446726;3.19408731196911
"b[as.factor(treatment.adj)3_14/26d Tree:3]";-1.91278110915207;-4.97329156495948;-2.75876472939679;-1.79704944138776;-0.933378690217379;0.445002735570855;1.00113799650219;0.0311670118699164;-4.31803837925874;0.098170128702505
"b[as.factor(treatment.adj)4_26/14 Tree:3]";-2.12982666760149;-5.05764606646834;-2.98618131992304;-2.03694462107999;-1.14849072101092;0.207128453803828;0.999878412719882;0.0284433985612765;-4.56624515656555;-0.0657202456135944
"b[as.factor(treatment.adj)5_14/22 Tree:3]";0.0478524900867464;-2.61001263072038;-0.757668360618896;0.0803157490893982;0.890430741002838;2.51697668095912;1.00097545191525;0.0235400297178754;-2.13170175662903;2.11718992656687
"b[as.factor(treatment.adj)6_10/26 Tree:3]";-2.84170340800029;-6.15726589564332;-3.85636134098785;-2.78293718277201;-1.76147941944533;0.0713767559292936;0.999781869544654;0.0313032143208697;-5.53089964498829;-0.384893212116961
"b[(Intercept) Tree:4]";-5.18871035701074;-8.3663025126734;-6.19208591947065;-5.19476810399097;-4.17393043153164;-2.15056623758307;1.00403393282333;0.055125544695685;-7.79765574567759;-2.63613834766734
"b[as.factor(treatment.adj)2_14/26 Tree:4]";0.466939265171216;-1.53097584982108;-0.168658345306164;0.423244977648281;1.06222121803287;2.59686071162544;1.00007850773878;0.0183883220982218;-1.13935361142767;2.23559320928992
"b[as.factor(treatment.adj)3_14/26d Tree:4]";0.159268675530325;-2.32610465185569;-0.538691970848809;0.221883797339544;0.915116831983954;2.41304290422684;1.00000063728196;0.0210095501982981;-1.9145096081794;2.0321024421855
"b[as.factor(treatment.adj)4_26/14 Tree:4]";-0.101934755722997;-2.25974918059114;-0.780487912653261;-0.0989069552744272;0.560313994778779;2.08505913325546;1.00002286433931;0.018056540016612;-1.8511844325758;1.70961443033368
